,.,the,",",to,of,in,and,said,a,s,for,oil,-,mln,',/,u,on,that,from,at,it,"""",is,by,tonnes,1,dlrs,be,000,was,pct,wheat,will,he,with,year,its,as,would,an,2,prices,has,not,last,(,this,were,","""
crude article114.txt,0,33,0,15,15,10,5,7,6,12,2,2,0,0,0,0,10,5,4,1,1,1,0,7,4,0,0,0,1,0,3,0,0,1,0,4,0,4,8,2,1,0,0,4,1,1,0,1,1,0
crude article458.txt,0,17,0,9,4,4,8,4,7,7,3,12,0,0,0,0,5,6,4,0,0,1,0,1,2,0,0,0,0,0,1,2,0,0,0,0,2,0,3,2,1,0,2,0,0,3,0,1,1,0
crude article302.txt,0,2,0,4,4,3,1,0,2,0,1,1,0,5,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,2,1,0,0,0,0,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0
crude article470.txt,0,8,0,3,6,1,0,3,2,1,0,2,0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,3,0,0,0,2,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
crude article316.txt,0,13,0,5,2,0,3,6,1,2,0,4,0,0,0,0,0,3,3,1,1,2,0,1,0,0,0,0,0,1,4,0,0,0,2,0,0,2,0,0,3,0,0,0,0,1,0,0,1,0
crude article471.txt,0,8,0,5,1,2,1,3,6,5,2,4,0,0,0,0,2,1,3,0,1,1,0,0,4,0,0,0,3,0,1,0,0,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0
crude article317.txt,0,21,0,13,9,11,5,8,6,6,4,5,0,10,0,0,0,0,0,7,6,1,0,0,2,0,5,2,1,2,1,0,0,1,0,0,0,0,0,1,4,5,5,1,1,7,0,1,0,0
crude article303.txt,0,15,0,13,16,7,7,10,8,5,5,7,0,4,0,0,0,2,4,0,3,6,0,3,4,0,1,2,0,3,7,0,0,2,8,1,1,8,1,1,1,1,5,5,1,4,0,4,2,0
crude article465.txt,0,6,0,6,1,6,2,4,6,0,0,3,0,15,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
crude article459.txt,0,11,0,10,8,10,6,9,13,2,7,7,0,0,0,0,0,1,5,0,1,1,0,1,3,0,0,3,5,0,5,0,0,0,9,1,0,1,3,2,1,0,1,0,3,0,0,1,2,0
crude article115.txt,0,3,0,5,1,1,1,1,1,5,1,1,0,0,0,0,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0
crude article101.txt,0,43,0,22,10,24,17,11,21,13,4,12,0,4,0,0,5,2,5,4,9,1,0,9,2,0,1,7,2,1,0,0,0,5,2,4,3,2,3,0,2,0,12,0,3,0,0,3,0,0
crude article129.txt,0,28,0,9,1,4,3,7,3,9,2,4,0,1,0,0,6,4,2,2,2,0,0,1,1,0,0,1,3,0,6,0,0,1,6,1,0,2,2,4,0,0,1,1,2,0,0,1,1,0
crude article061.txt,0,17,0,2,10,3,2,1,7,2,2,4,0,3,0,0,1,3,0,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0
crude article075.txt,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article049.txt,0,6,0,5,3,4,8,2,9,2,3,5,0,1,0,0,0,3,3,1,0,3,0,3,1,0,0,2,0,0,0,0,0,2,2,0,0,1,0,4,1,0,5,0,5,2,0,0,0,0
crude article505.txt,0,7,0,5,0,4,2,2,3,1,2,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
crude article263.txt,0,9,0,16,5,5,2,6,8,2,7,7,0,4,0,0,2,2,2,1,1,1,0,1,2,0,0,5,0,0,0,1,0,1,3,1,0,1,2,1,1,0,5,0,0,0,0,0,0,0
crude article277.txt,0,8,0,3,8,4,2,4,7,2,1,6,0,1,0,0,3,0,3,2,0,0,0,1,1,0,0,4,1,2,0,0,0,0,2,0,1,0,2,0,2,0,2,2,2,3,0,0,2,0
crude article511.txt,0,16,0,13,7,8,6,12,5,7,1,9,0,1,0,0,0,6,0,8,2,0,0,6,3,0,0,1,1,8,0,1,0,0,9,1,0,1,2,1,0,1,2,2,0,0,0,1,0,0
crude article539.txt,0,14,0,5,2,2,4,3,6,8,2,3,0,1,0,0,0,4,0,1,0,2,0,1,1,0,0,0,0,0,0,3,0,1,0,2,0,0,3,0,1,0,0,2,1,0,0,0,0,0
crude article288.txt,0,4,0,1,0,0,0,1,2,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
crude article298.txt,0,30,0,17,9,10,6,4,1,3,1,2,0,1,0,0,0,3,7,3,0,1,0,2,3,0,0,2,0,0,7,0,0,0,0,1,2,2,4,0,4,1,2,2,0,1,0,2,0,0
crude article515.txt,0,5,0,3,2,1,0,4,2,5,0,4,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
crude article273.txt,0,6,0,9,1,5,2,2,1,1,0,2,0,16,0,0,3,0,0,8,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
crude article267.txt,0,19,0,22,7,9,9,11,6,4,5,12,0,4,0,0,0,1,10,0,1,1,0,8,0,0,0,0,5,0,1,0,0,3,5,1,0,6,4,1,2,0,6,2,5,1,0,2,1,0
crude article501.txt,0,4,0,4,2,1,1,1,2,0,1,1,0,2,0,0,0,0,0,0,3,1,0,0,3,0,0,3,3,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
crude article529.txt,0,15,0,17,14,7,5,6,11,5,3,7,0,0,0,0,0,6,2,1,0,1,0,4,0,0,0,0,1,0,3,3,0,0,3,0,0,1,2,1,1,0,1,3,3,1,0,0,1,0
crude article071.txt,0,7,0,0,4,0,2,1,4,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article065.txt,0,3,0,2,3,3,4,5,3,4,1,3,0,0,0,0,1,1,1,1,1,0,0,1,3,0,0,1,2,0,1,4,0,1,2,1,0,3,0,0,1,0,1,1,0,1,0,0,3,0
crude article059.txt,0,6,0,3,5,1,3,1,2,4,3,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0
crude article105.txt,0,8,0,3,3,2,3,4,3,1,0,4,0,0,0,0,0,0,0,2,3,4,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,1,0,1,1,2,0,4,0,0,0,0,0,0
crude article111.txt,0,61,0,17,29,15,6,0,6,1,6,1,0,1,0,0,1,2,5,3,2,0,0,0,5,0,0,1,4,0,0,0,0,2,0,3,3,1,4,2,2,0,4,0,0,0,0,1,1,0
crude article139.txt,0,3,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
crude article461.txt,0,27,0,14,9,21,10,3,10,3,4,10,0,7,0,0,2,2,2,4,0,1,0,7,2,1,3,1,1,0,0,0,0,4,0,2,10,2,1,1,1,3,1,0,0,0,0,3,2,0
crude article307.txt,0,3,0,6,2,5,2,4,5,4,3,3,0,2,0,0,2,1,2,5,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,2,3,0,0,0,2,0,1,0,0,0,0,0
crude article313.txt,0,12,0,6,7,16,7,5,1,1,3,4,0,22,0,0,0,1,0,6,2,4,0,3,1,0,36,0,0,1,0,0,0,0,0,3,0,2,1,0,3,18,2,0,0,2,0,1,2,0
crude article475.txt,0,41,0,16,22,18,15,9,17,14,7,14,0,2,0,0,6,4,12,3,5,3,0,7,7,0,0,4,1,3,6,4,0,1,6,4,2,1,7,2,3,2,5,0,1,1,0,1,4,0
crude article449.txt,0,8,0,8,5,6,3,6,4,1,0,10,0,0,0,0,1,1,5,0,0,2,0,7,0,0,6,0,0,0,0,0,0,2,7,0,1,2,0,0,0,1,3,1,0,0,0,0,0,0
crude article448.txt,0,5,0,1,0,1,2,3,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
crude article312.txt,0,6,0,5,1,3,0,1,5,1,0,2,0,0,0,0,0,1,4,2,0,4,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0
crude article474.txt,0,43,0,24,29,24,13,10,17,18,11,9,0,2,0,0,10,3,12,3,1,1,0,8,2,0,2,6,5,3,0,1,0,10,6,3,8,0,2,1,3,3,5,1,6,4,0,2,1,0
crude article460.txt,0,8,0,9,4,0,2,5,4,4,1,10,0,0,0,0,0,4,2,0,1,0,0,1,2,0,0,0,4,2,2,0,0,3,4,2,0,4,1,2,1,0,0,1,1,1,0,0,0,0
crude article306.txt,0,6,0,4,3,4,3,3,2,1,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,0
crude article138.txt,0,13,0,2,4,3,3,4,1,2,4,1,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
crude article110.txt,0,24,0,13,13,11,9,3,3,8,5,14,0,7,0,0,0,7,1,6,0,4,0,2,4,0,2,2,1,2,2,5,0,1,1,2,3,6,0,3,4,0,5,3,0,2,0,2,1,0
crude article104.txt,0,26,0,9,6,7,2,5,2,5,2,1,0,0,0,0,5,2,5,1,0,2,0,1,0,0,0,0,3,0,1,0,0,1,2,3,1,2,2,3,1,0,0,2,2,0,0,1,0,0
crude article058.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
crude article064.txt,0,4,0,4,3,2,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0
crude article070.txt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article528.txt,0,6,0,3,4,4,5,2,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,1,2,0
crude article266.txt,0,7,0,3,2,1,3,2,2,1,0,4,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
crude article500.txt,0,4,0,1,2,1,1,2,2,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
crude article514.txt,0,25,0,5,8,9,5,7,9,0,1,1,0,0,0,0,0,2,1,2,6,2,0,2,1,0,0,0,4,3,8,0,0,4,4,0,0,1,3,0,2,0,0,2,2,0,0,3,1,0
crude article299.txt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article502.txt,0,12,0,3,6,1,2,4,4,1,1,0,0,0,0,0,0,1,1,2,1,2,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
crude article264.txt,0,15,0,14,4,4,5,3,3,3,3,5,0,0,0,0,3,0,2,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,2,0,0,0,0,0
crude article516.txt,0,26,0,15,7,15,6,10,6,12,1,1,0,0,0,0,10,0,5,2,1,2,0,1,4,0,0,0,1,0,4,0,0,0,2,0,0,2,2,3,0,0,0,1,2,0,0,0,3,0
crude article258.txt,0,3,0,5,2,4,3,3,2,0,0,1,0,2,0,0,0,0,0,0,1,4,0,1,2,0,1,1,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
crude article066.txt,0,26,0,20,13,11,16,3,9,5,9,7,0,4,0,0,0,3,2,1,7,2,0,5,3,0,2,1,4,0,1,0,0,3,1,6,3,7,1,1,1,1,13,2,4,1,0,3,1,0
crude article112.txt,0,20,0,15,13,6,8,8,11,2,3,2,0,10,0,0,0,5,3,2,3,4,0,1,2,0,3,1,9,2,1,0,0,8,3,3,1,3,1,3,1,3,3,7,6,0,0,0,0,0
crude article106.txt,0,16,0,15,5,15,10,14,8,7,9,9,0,3,0,0,1,8,4,4,2,3,0,3,1,0,0,1,6,0,3,0,0,4,0,2,0,3,3,5,1,0,4,4,1,0,0,0,2,0
crude article489.txt,0,14,0,7,3,3,3,3,4,2,0,7,0,1,0,0,2,3,3,0,1,2,0,1,0,0,0,1,0,0,3,1,0,0,1,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0
crude article476.txt,0,22,0,17,9,14,8,12,2,0,3,1,0,12,0,0,0,3,4,3,2,4,0,5,0,0,0,11,1,0,2,6,0,2,4,1,9,7,3,0,1,1,1,2,2,0,0,9,0,0
crude article310.txt,0,9,0,5,4,3,4,5,1,2,3,1,0,0,0,0,2,2,4,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
crude article304.txt,0,30,0,16,12,13,11,1,10,8,4,4,0,1,0,0,2,0,1,1,1,5,0,4,3,0,0,1,3,0,2,2,0,0,0,3,1,3,2,0,1,0,1,2,1,3,0,2,0,0
crude article462.txt,0,4,0,2,4,4,1,4,8,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
crude article338.txt,0,2,0,4,0,3,2,4,1,4,0,1,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
crude article339.txt,0,4,0,3,1,0,1,3,3,1,2,4,0,0,0,0,0,0,1,0,3,4,0,1,0,0,0,5,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
crude article305.txt,0,20,0,22,7,11,13,20,10,3,7,3,0,8,0,0,0,3,15,1,6,6,0,6,6,0,3,1,5,3,7,2,0,1,14,3,1,5,3,4,0,0,5,0,5,0,0,4,7,0
crude article463.txt,0,7,0,2,2,3,2,4,4,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,2,2,0,1,0,1,1,0,0,0,0
crude article477.txt,0,8,0,6,1,0,4,3,4,0,3,5,0,1,0,0,0,3,0,0,1,1,0,2,2,0,0,0,0,0,1,1,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
crude article311.txt,0,2,0,1,4,1,4,3,1,1,0,4,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0
crude article488.txt,0,0,0,1,0,4,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article107.txt,0,21,0,19,7,10,9,14,8,6,5,10,0,5,0,0,4,8,5,3,3,3,0,4,5,0,1,8,5,2,0,0,0,7,3,2,1,4,5,0,2,1,8,2,0,0,0,1,2,0
crude article113.txt,0,7,0,6,3,4,2,0,1,3,3,2,0,5,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,2,4,2,0,1,2,0,1,1,1,0,1,0,0
crude article073.txt,0,1,0,0,0,0,0,2,3,0,2,4,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
crude article067.txt,0,5,0,5,10,4,6,3,3,1,1,3,0,3,0,0,0,0,0,1,1,3,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
crude article098.txt,0,15,0,9,3,4,7,6,6,4,7,3,0,3,0,0,0,1,2,1,4,0,0,1,2,0,0,2,4,0,2,0,0,4,5,2,2,1,1,0,1,0,2,0,0,2,0,2,0,0
crude article259.txt,0,6,0,6,1,6,1,4,5,0,0,3,0,13,0,0,0,0,0,7,0,1,0,0,1,0,1,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
crude article271.txt,0,6,0,6,1,6,2,4,5,0,0,3,0,14,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
crude article517.txt,0,10,0,1,3,7,4,4,2,1,0,5,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,1,7,0,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,2,0
crude article503.txt,0,25,0,21,17,16,13,12,14,14,2,7,0,7,0,0,0,0,1,4,3,7,0,5,4,0,4,9,2,0,4,2,0,0,2,3,1,5,4,1,3,0,1,1,4,1,0,2,5,0
crude article265.txt,0,15,0,15,4,4,5,2,3,4,2,4,0,0,0,0,4,0,2,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,2,0,0,0,0,0
crude article558.txt,0,26,0,6,4,9,15,3,13,24,1,4,0,0,0,0,1,5,0,1,0,0,0,1,1,0,1,0,1,0,2,0,0,5,0,5,0,0,1,0,0,0,0,3,2,1,0,2,5,0
crude article202.txt,0,12,0,4,6,3,2,5,3,1,0,2,0,0,0,0,0,2,2,2,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,2,0
crude article216.txt,0,5,0,3,1,4,3,1,1,1,1,2,0,4,0,0,0,0,0,0,2,1,0,0,1,0,5,4,1,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,2,2,0
crude article570.txt,0,21,0,20,10,17,4,11,8,6,5,2,0,9,0,0,2,1,1,11,0,6,0,0,3,0,2,8,2,0,1,3,0,0,0,0,8,7,0,0,2,3,0,1,1,5,0,1,0,0
crude article028.txt,0,18,0,13,9,4,2,2,4,2,1,4,0,0,0,0,0,2,1,2,3,1,0,1,0,0,0,0,0,3,3,0,0,3,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0
crude article000.txt,0,13,0,5,8,6,5,4,4,1,1,2,0,2,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,3,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
crude article014.txt,0,5,0,0,2,3,3,2,1,2,1,4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
crude article148.txt,0,8,0,7,4,6,4,5,8,3,1,9,0,3,0,0,0,0,1,1,1,1,0,2,2,0,0,1,1,0,0,0,0,2,3,0,1,1,0,1,1,0,2,1,1,2,0,0,1,0
crude article174.txt,0,16,0,7,4,5,4,4,4,2,1,1,0,0,0,0,2,5,2,1,0,2,0,5,1,0,0,0,0,0,0,0,0,1,0,2,1,0,2,1,4,0,0,3,1,1,0,0,2,0
crude article160.txt,0,31,0,11,16,7,11,10,9,13,4,3,0,0,0,0,10,5,1,0,1,4,0,0,2,0,1,0,0,1,5,1,0,0,4,5,0,2,4,1,5,0,0,1,2,0,0,2,2,0
crude article389.txt,0,4,0,2,0,0,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
crude article438.txt,0,19,0,8,16,5,5,3,10,8,7,5,0,3,0,0,0,2,4,2,2,2,0,3,2,0,0,3,2,0,3,1,0,2,0,0,1,1,1,3,0,0,0,0,1,2,0,0,1,0
crude article410.txt,0,21,0,10,10,1,5,5,3,4,0,5,0,2,0,0,0,1,3,8,0,0,0,2,0,0,0,0,1,4,0,0,0,2,3,3,0,1,0,3,1,2,0,1,1,1,0,0,1,0
crude article376.txt,0,7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
crude article362.txt,0,34,0,10,20,15,9,4,11,12,0,5,0,0,0,0,0,4,1,2,2,3,0,3,5,0,1,1,0,3,4,0,0,0,0,3,1,1,0,0,1,0,0,2,1,1,0,0,2,0
crude article404.txt,0,8,0,3,3,2,3,3,1,1,1,4,0,2,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
crude article363.txt,0,18,0,6,12,8,7,3,8,3,3,2,0,4,0,0,0,0,1,0,2,0,0,1,2,0,1,3,2,3,0,0,0,2,1,1,0,2,0,3,1,0,0,2,0,1,0,0,0,0
crude article405.txt,0,8,0,3,3,2,3,3,1,1,1,4,0,2,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
crude article377.txt,0,20,0,23,14,6,8,14,9,6,5,8,0,1,0,0,1,8,2,1,6,1,0,2,2,0,0,6,5,3,0,0,0,2,3,0,1,5,0,3,0,0,9,3,2,1,0,2,0,0
crude article161.txt,0,38,0,13,3,16,5,10,15,11,5,4,0,0,0,0,7,9,5,1,2,9,0,3,2,0,0,0,4,0,5,0,0,0,2,3,0,1,1,2,1,0,0,2,3,0,0,2,1,0
crude article175.txt,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article149.txt,0,7,0,5,3,4,0,3,4,3,3,1,0,0,0,0,0,1,1,0,1,2,0,2,1,0,0,0,1,2,2,0,0,1,5,0,0,4,0,1,1,0,0,0,1,1,0,1,0,0
crude article001.txt,0,43,0,16,22,13,19,10,15,16,10,7,0,3,0,0,9,3,8,3,5,4,0,4,9,0,2,7,3,0,1,7,0,3,1,3,8,3,8,3,4,0,4,5,1,4,0,6,2,0
crude article029.txt,0,1,0,10,3,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
crude article217.txt,0,18,0,13,4,16,10,1,17,5,6,6,0,0,0,0,4,1,0,6,2,0,0,0,3,0,3,16,0,0,4,5,0,0,0,7,0,0,4,0,1,1,1,0,0,4,0,0,9,0
crude article571.txt,0,9,0,7,5,4,7,4,5,3,7,6,0,0,0,0,1,6,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,4,0,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0
crude article565.txt,0,4,0,1,2,0,1,1,4,0,5,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
crude article203.txt,0,14,0,7,6,4,8,2,5,2,0,1,0,0,0,0,0,4,3,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0
crude article559.txt,0,10,0,9,4,9,3,4,4,1,2,7,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,1,0,4,0,0,0,0,1,0,0,2,0,2,0,3,0,2,0,0,1,1,0
crude article229.txt,0,7,0,3,0,1,2,2,2,2,0,2,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,2,1,0,1,0,1,2,0,0,0,0
crude article573.txt,0,10,0,5,5,1,1,1,2,3,0,1,0,0,0,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
crude article567.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
crude article017.txt,0,14,0,12,6,3,3,7,3,4,6,3,0,0,0,0,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0
crude article003.txt,0,10,0,2,5,0,4,8,6,1,0,1,0,0,0,0,0,0,1,2,2,3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,4,0
crude article188.txt,0,13,0,10,8,6,3,5,2,1,3,3,0,0,0,0,0,2,1,3,3,0,0,1,0,0,0,0,2,2,1,0,0,0,2,1,0,2,1,2,0,0,0,1,0,0,0,0,0,0
crude article163.txt,0,9,0,4,5,3,1,2,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
crude article177.txt,0,4,0,0,2,3,3,4,1,5,0,5,0,0,0,0,4,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
crude article349.txt,0,3,0,0,5,2,2,2,0,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,4,0,1,0,0,3,1,0,0,3,0,2,0,0
crude article407.txt,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article361.txt,0,2,0,3,1,2,3,1,2,2,1,3,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article375.txt,0,2,0,1,3,1,1,3,1,0,0,2,0,3,0,0,0,2,0,2,2,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,3,0
crude article413.txt,0,2,0,0,3,1,3,2,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
crude article374.txt,0,4,0,17,5,1,2,2,3,3,5,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,4,0,0,0,1,2,0,0,1,0,3,2,0,0,0,1,2,0,1,0,0
crude article406.txt,0,10,0,11,11,2,1,6,4,3,1,6,0,1,0,0,0,0,1,0,1,2,0,2,3,0,1,0,1,6,2,0,0,6,2,1,0,3,0,1,1,0,0,1,1,1,0,4,0,0
